abaxial, dorsal
healthy, salubrious
hearty, satisfying
hearty, solid
hearty, square
hearty, substantial
insalubrious, unhealthful
insalubrious, unhealthy
insubstantial, jejune
nauseating, nauseous
nauseating, noisome
nauseating, queasy
nauseating, loathsome
nauseating, offensive
nauseating, sickening
nauseating, vile
wide, broad
bird's-eye, panoramic
constricting, constrictive
constricting, narrowing
slender, thin
tapered, tapering
tapered, narrowing
bare, marginal
unwieldy, unmanageable
awkward, bunglesome
awkward, clumsy
awkward, ungainly
cumbersome, cumbrous
peruked, periwigged
disposed, fain
disposed, inclined
disposed, prepared
glad, happy
loath, loth
loath, reluctant
unintentional, unwilled
alar, alary
alar, aliform
alar, wing-shaped
alate, alated
brachypterous, short-winged
apterous, apteral
all-knowing, omniscient
perspicacious, sagacious
perspicacious, sapient
absurd, cockeyed
absurd, derisory
absurd, idiotic
absurd, laughable
absurd, ludicrous
absurd, nonsensical
absurd, preposterous
absurd, ridiculous
asinine, fatuous
asinine, inane
asinine, mindless
asinine, vacuous
cockamamie, cockamamy
cockamamie, goofy
cockamamie, sappy
cockamamie, silly
cockamamie, wacky
cockamamie, whacky
cockamamie, zany
harebrained, insane
harebrained, mad
ill-conceived, misguided
rattlebrained, rattlepated
rattlebrained, scatterbrained
rattlebrained, scatty
arboraceous, arboreous
arboraceous, woodsy
arboraceous, woody
bosky, brushy
braky, brambly
scrabbly, scrubby
sylvan, silvan
unwooded, treeless
birch, birchen
birch, birken
pulpy, squashy
worldly, secular
worldly, temporal
materialistic, mercenary
materialistic, worldly-minded
mundane, terrestrial
anchoritic, eremitic
anchoritic, eremitical
anchoritic, hermitic
anchoritic, hermitical
cloistered, cloistral
cloistered, conventual
cloistered, monastic
cloistered, monastical
spiritual, unearthly
creaky, decrepit
creaky, derelict
creaky, flea-bitten
creaky, run-down
creaky, woebegone
dog-eared, eared
eroded, scoured
mangy, mangey
moth-eaten, mothy
raddled, worn-out
moth-eaten, ratty
moth-eaten, shabby
moth-eaten, tatty
scruffy, seedy
shopworn, shopsoiled
tattered, tatterdemalion
vermiculate, worm-eaten
vermiculate, wormy
weather-beaten, weatherworn
weather-beaten, weathered
applaudable, commendable
applaudable, laudable
applaudable, praiseworthy
deserving, worth
exemplary, model
meritorious, meritable
noteworthy, notable
valued, precious
valuable, worthful
undeserving, unworthy
re-entrant, reentrant
baptized, baptised
unbaptized, unbaptised
unshelled, shell-less
flowerless, nonflowering
vegetal, vegetational
vegetal, vegetative
abasic, abatic
Abkhaz, Abkhazian
acapnic, acapnial
acapnic, acapnotic
acinar, acinous
acinar, acinose
acinar, acinic
acrogenic, acrogenous
actinometric, actinometrical
actinomycetal, actinomycetous
aculeate, aculeated
adjudicative, adjudicatory
adnexal, annexal
adrenergic, sympathomimetic
antisatellite, ASAT
aeronautical, aeronautic
aesculapian, medical
affixal, affixial
agrobiologic, agrobiological
agrologic, agrological
agronomic, agronomical
alabaster, alabastrine
albinal, albinotic
albinal, albinic
albinal, albinistic
alchemic, alchemical
alchemistic, alchemistical
algometric, algometrical
Algonquian, Algonkian
Algonquian, Algonquin
allelic, allelomorphic
allotropic, allotropical
alphabetic, alphabetical
alphanumeric, alphanumerical
alphanumeric, alphameric
alphanumeric, alphamerical
ameboid, amoeboid
amenorrheic, amenorrhoeic
amenorrheic, amenorrheal
amenorrheic, amenorrhoeal
amino, aminic
ammoniac, ammoniacal
amnestic, amnesic
amniotic, amnionic
amniotic, amnic
amphitheatric, amphitheatrical
ampullar, ampullary
anaglyphic, anaglyphical
anaglyphic, anaglyptic
anaglyphic, anaglyptical
anagogic, anagogical
anagrammatic, anagrammatical
anastigmatic, stigmatic
androgenetic, androgenous
anemometric, anemometrical
anencephalic, anencephalous
anestrous, anestric
anestrous, anoestrous
anginal, anginose
anginal, anginous
angiocarpic, angiocarpous
animist, animistic
anisogamic, anisogamous
annelid, annelidan
anodic, anodal
anosmic, anosmatic
antennal, antennary
anthropic, anthropical
anthropogenetic, anthropogenic
anthropometric, anthropometrical
anticancer, antineoplastic
anticancer, antitumor
anticancer, antitumour
anticlimactic, anticlimactical
antimonic, antimonious
antiphonary, antiphonal
antipodal, antipodean
antitypic, antitypical
anuran, batrachian
anuran, salientian
anuretic, anuric
aortal, aortic
aphaeretic, apheretic
apneic, apnoeic
apogamic, apogametic
apogamic, apogamous
apomictic, apomictical
apoplectiform, apoplectoid
apothegmatic, apothegmatical
appositional, appositive
arachnoid, arachnidian
arachnoid, spidery
arachnoid, spiderlike
arachnoid, spiderly
Aramean, Aramaean
araneidal, araneidan
arbitral, arbitrational
arborical, arboreal
arborical, arborary
arborical, arborous
archaeological, archeological
archaeological, archaeologic
archaeological, archeologic
archangelic, archangelical
archegonial, archegoniate
archiepiscopal, archepiscopal
areolar, areolate
aroid, araceous
arthropodal, arthropodan
arthropodal, arthropodous
arthrosporic, arthrosporous
articular, articulary
articulatory, articulative
artiodactyl, artiodactylous
artiodactyl, even-toed
ascetic, ascetical
ascosporic, ascosporous
stomatal, stomatous
stomatal, stomatous
astronautic, astronautical
astronomic, astronomical
ataxic, atactic
atrioventricular, auriculoventricular
auroral, aurorean
aurous, auric
autarchic, autarchical
autarchic, autarkical
authorial, auctorial
autobiographical, autobiographic
autobiographical, autobiographic
autotrophic, autophytic
axiomatic, axiomatical
axiomatic, postulational
axiomatic, aphoristic
avellan, avellane
avifaunal, avifaunistic
axile, axial
azotemic, uremic
azotemic, uraemic
baccate, berrylike
bacillar, bacillary
bacteriophagic, bacteriophagous
bacteroidal, bacteroid
bacteroidal, bacterioidal
bacteroidal, bacterioid
balsamic, balsamy
barometric, barometrical
basilar, basilary
batholithic, batholitic
bathymetric, bathymetrical
behavioristic, behaviorist
behavioristic, behaviouristic
behavioristic, behaviourist
benedictory, benedictive
benthic, benthal
benthic, benthonic
biaxial, biaxal
biaxial, biaxate
bibliographic, bibliographical
bibliothecal, bibliothecarial
bilious, biliary
bimetallistic, bimetallic
biogeographic, biogeographical
biological, biologic
sociobiologic, sociobiological
botanic, botanical
botryoid, botryoidal
botryoid, boytrose
brachiopod, brachiopodous
bracteate, bracted
brahminic, brahminical
branchiopod, branchiopodan
branchiopod, branchiopodous
brassy, brasslike
broadband, wideband
cacodemonic, cacodaemonic
cadaverous, cadaveric
calcareous, chalky
calceolate, calceiform
calendric, calendrical
calyceal, calycine
calyceal, calycinal
calycular, calicular
calyculate, calycled
campanulate, campanular
campanulate, campanulated
canine, laniary
capitular, capitulary
carbonyl, carbonylic
carboxyl, carboxylic
cardiopulmonary, cardiorespiratory
Caroline, Carolean
cartographic, cartographical
caruncular, carunculous
carunculate, carunculated
catabolic, katabolic
catachrestic, catachrestical
catapultic, catapultian
categorical, categoric
catoptric, catoptrical
cecal, caecal
celestial, heavenly
celestial, heavenly
integumentary, integumental
cenobitic, coenobitic
cenobitic, cenobitical
cenobitic, coenobitical
eremitic, eremitical
centralist, centralistic
cephalopod, cephalopodan
cetacean, cetaceous
chaetognathan, chaetognathous
chaffy, chafflike
Chaldean, Chaldaean
Chaldean, Chaldee
chartaceous, papery
chartaceous, paperlike
chelate, chelated
cheliceral, chelicerate
chemical, chemic
chemotherapeutic, chemotherapeutical
chiasmal, chiasmic
chiasmal, chiasmatic
chimeric, chimerical
chimeric, chimeral
chlorophyllose, chlorophyllous
chlorotic, greensick
civil, civic
cleistogamous, cleistogamic
cloven-hoofed, cloven-footed
collagenous, collagenic
collegiate, collegial
colorimetric, colorimetrical
cosmologic, cosmological
cosmologic, cosmological
cosmologic, cosmogonic
cosmologic, cosmogonical
cosmologic, cosmogenic
coreferential, co-referent
cormous, cormose
crustaceous, crustacean
cryptanalytic, cryptographic
cryptanalytic, cryptographical
cryptanalytic, cryptologic
cryptanalytic, cryptological
cryptogamic, cryptogamous
ctenoid, comb-like
cupric, cuprous
cytoarchitectural, cytoarchitectonic
cytoplasmic, cytoplasmatic
cytogenetic, cytogenetical
cytological, cytologic
czarist, czaristic
czarist, tsarist
czarist, tsaristic
czarist, tzarist
despotic, despotical
diametral, diametric
diametral, diametrical
diaphoretic, sudorific
dimorphic, dimorphous
dysgenic, cacogenic
Eurocentric, Europocentric
economic, economical
electrophoretic, cataphoretic
electrostatic, static
empyrean, empyreal
eonian, aeonian
epenthetic, parasitic
epidural, extradural
episcopal, pontifical
estuarine, estuarial
exegetic, exegetical
ferric, ferrous
feudal, feudalistic
febrile, feverish
fiber-optic, fiberoptic
fiber-optic, fibre-optic
fiber-optic, fibreoptic
fisheye, wide-angle
flaky, flakey
fleshy, sarcoid
foliate, foliated
formalistic, formalized
formalistic, formalised
three-wheel, three-wheeled
four-wheel, four-wheeled
Galilean, Galilaean
gastric, stomachic
gastric, stomachal
genetic, genetical
genic, genetic
genic, genetical
genial, mental
geometric, geometrical
geothermal, geothermic
graphic, graphical
gravitational, gravitative
hair-shirt, hair-shirted
Hasidic, Hassidic
Hasidic, Chasidic
Hasidic, Chassidic
heliacal, heliac
hematopoietic, haematopoietic
hematopoietic, hemopoietic
hematopoietic, haemopoietic
hematopoietic, hematogenic
hematopoietic, haematogenic
hemorrhagic, haemorrhagic
homonymic, homonymous
homostylous, homostylic
homostylous, homostyled
hexadecimal, hex
hexangular, hexagonal
hieroglyphic, hieroglyphical
hieroglyphic, hieroglyphical
humanist, humanistic
humanist, humane
humanistic, humanist
humanist, humanistic
hydrographic, hydrographical
ideal, idealistic
immunological, immunologic
impressionist, impressionistic
inferential, illative
interlinear, interlineal
nonionic, nonpolar
ischemic, ischaemic
judicial, juridical
judicial, juridic
juridical, juridic
large-capitalization, large-capitalisation
large-capitalization, large-cap
lathery, sudsy
lexicalized, lexicalised
limacine, limacoid
logogrammatic, logographic
lucifugous, lucifugal
sublunar, sublunary
sublunar, cislunar
translunar, translunary
translunar, superlunar
translunar, superlunary
Mandaean, Mandean
Manichaean, Manichean
Manichaean, Manichee
prejudicial, prejudicious
presocratic, pre-Socratic
mercuric, mercurous
miotic, myotic
missionary, missional
Monophysite, Monophysitic
mousy, mousey
myelinated, medullated
neotenic, neotenous
numeral, numerical
numeral, numeric
olfactory, olfactive
oligarchic, oligarchical
one-humped, single-humped
pachydermatous, pachydermal
pachydermatous, pachydermic
pachydermatous, pachydermous
paleontological, palaeontological
palmar, volar
parhelic, parheliacal
monetary, pecuniary
phonological, phonologic
photometric, photometrical
planetal, planetary
planetary, terrestrial
plumbic, plumbous
plutocratic, plutocratical
polydactyl, polydactylous
pompous, ceremonious
positivist, positivistic
positivist, positive
pragmatic, pragmatical
preclinical, presymptomatic
prodromal, prodromic
prostate, prostatic
radiotelephonic, radiophonic
refractive, refractile
Romansh, Rumansh
romantic, romanticist
romantic, romanticistic
ropy, ropey
aquicultural, aquacultural
aquicultural, hydroponic
sacculated, sacculate
sarcolemmic, sarcolemnous
sclerotic, sclerosed
self-aggrandizing, self-aggrandising
semiotic, semiotical
sensational, sensory
sepaloid, sepaline
septal, septate
siliceous, silicious
social, societal
spermous, spermatic
splenic, splenetic
splenic, lienal
splintery, slivery
stannic, stannous
stellar, astral
stenographic, stenographical
sulfurous, sulphurous
supraorbital, supraocular
symbolic, symbolical
syncretic, syncretical
syncretic, syncretistic
syncretic, syncretistical
syncretic, syncretical
syncretic, syncretistic
syncretic, syncretistical
synesthetic, synaesthetic
technical, proficient
technical, technological
tellurian, telluric
tellurian, terrestrial
tellurian, terrene
tendinous, sinewy
thenal, thenar
thermal, thermic
thermal, caloric
thermoelectric, thermoelectrical
titular, titulary
tonic, tonal
topological, topologic
totalitarian, totalistic
two-humped, double-humped
two-wheel, two-wheeled
uniovular, uniovulate
uveal, uveous
vacuolate, vacuolated
vagal, pneumogastric
valetudinarian, valetudinary
variolar, variolic
variolar, variolous
atheist, atheistic
atheist, atheistical
electric, electrical
voltaic, galvanic
photoelectric, photoelectrical
isomorphous, isomorphic
Linnaean, Linnean
atmospheric, atmospherical
amphibious, amphibian
fungal, fungous
fungicidal, antifungal
fungoid, funguslike
vegetative, vegetive
parasitic, parasitical
cyanobacterial, cyanophyte
pentangular, pentagonal
octangular, octagonal
neoclassicist, neoclassicistic
expressionist, expressionistic
postmodernist, postmodern
residual, residuary
bistered, bistred
vulpine, vulpecular
wolflike, wolfish
vulvar, vulval
clitoral, clitoric
spatial, spacial
sigmoid, sigmoidal
bovine, bovid
linguistic, lingual
bridal, nuptial
bridal, spousal
Caucasian, Caucasic
craniometric, craniometrical
conic, conical
conic, conelike
conic, cone-shaped
ciliary, ciliate
ciliary, ciliate
ciliary, cilial
counterterror, counterterrorist
cyprinid, cyprinoid
dietary, dietetic
dietary, dietetical
diluvian, diluvial
antediluvian, antediluvial
fiscal, financial
fiduciary, fiducial
epistemic, epistemological
hemal, haemal
hemal, hematal
hemal, haematal
hemic, haemic
hemic, hematic
hemic, haematic
haemophilic, hemophilic
chylaceous, chylous
chylific, chylifactive
chylific, chylifactory
ichorous, sanious
ictal, ictic
igneous, pyrogenic
igneous, pyrogenous
marital, matrimonial
marital, married
sulphuretted, sulfurized
sulphuretted, sulfuretted
mastoid, mastoidal
saurian, lacertilian
vinous, vinaceous
algebraic, algebraical
biblical, scriptural
polymorphic, polymorphous
polymorphous, polymorphic
polyphonic, polyphonous
pericardial, pericardiac
poetic, poetical
phonetic, phonic
philosophic, philosophical
acronymic, acronymous
apostolic, apostolical
eudemonic, eudaemonic
eukaryotic, eucaryotic
prokaryotic, procaryotic
pectoral, thoracic
pathological, pathologic
pictorial, pictural
objective, accusative
possessive, genitive
nucleated, nucleate
visceral, splanchnic
mystic, mystical
mystic, mystical
carbonaceous, carbonous
carbonaceous, carbonic
carbonaceous, carboniferous
millennial, millennian
millenarian, chiliastic
meteorologic, meteorological
meteorologic, meteoric
mesoblastic, mesodermal
acoustic, acoustical
auditory, audile
auditory, auditive
gustatory, gustative
gustatory, gustatorial
haptic, tactile
haptic, tactual
ocular, optic
ocular, optical
ocular, visual
ocular, optic
ocular, optical
ocular, opthalmic
suborbital, subocular
kinesthetic, kinaesthetic
angelic, angelical
seraphic, seraphical
conjugal, connubial
communist, communistic
Bolshevik, Bolshevist
Bolshevik, Bolshevistic
cutaneous, cutaneal
cutaneous, dermal
dermal, dermic
cuticular, epidermal
cuticular, epidermic
cuticular, dermal
ectodermal, ectodermic
